#Release 10.1.03 - par K.39 (nt)
#Copyright (c) 1995-2008 Xilinx, Inc.  All rights reserved.

#Tue Jul 20 12:14:41 2010

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       system_map.ncd
#OUTPUT FILE:      system_pad.csv
#PART TYPE:        xc2vp50
#SPEED GRADE:      -7
#PACKAGE:          ff1152
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,DCI Value,IO Register,Signal Integrity,
R30,,,VCCO_7,,,7,,,,,2.50,,,,,
R31,sram1_address<2>,IOB,IO_L57N_7,OUTPUT,LVCMOS25*,7,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
R32,sram1_mode,IOB,IO_L57P_7,OUTPUT,LVCMOS25*,7,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
R33,sram1_dq<35>,IOB,IO_L58N_7/VREF_7,TRISTATE,LVCMOS25*,7,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
R34,sram1_address<5>,IOB,IO_L55P_7,OUTPUT,LVCMOS25*,7,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
T1,,,GND,,,,,,,,,,,,,
T2,,DIFFM,IO_L58P_2,UNUSED,,2,,,,,,,,,,
T3,adc0dataeveni_p<6>,DIFFM,IO_L85P_2,INPUT,LVDS_25_DT,2,,,,NONE,,LOCATED,,YES,NONE,
T4,adc0dataeveni_n<6>,DIFFS,IO_L85N_2,INPUT,LVDS_25_DT,2,,,,NONE,,LOCATED,,NO,NONE,
T5,,DIFFM,IO_L60P_2,UNUSED,,2,,,,,,,,,,
T6,,DIFFS,IO_L60N_2,UNUSED,,2,,,,,,,,,,
T7,adc0dataeveni_p<5>,DIFFM,IO_L59P_2,INPUT,LVDS_25_DT,2,,,,NONE,,LOCATED,,YES,NONE,
T8,adc0dataeveni_n<5>,DIFFS,IO_L59N_2,INPUT,LVDS_25_DT,2,,,,NONE,,LOCATED,,NO,NONE,
T9,,DIFFM,IO_L56P_2,UNUSED,,2,,,,,,,,,,
T10,,DIFFS,IO_L56N_2,UNUSED,,2,,,,,,,,,,
T11,,DIFFS,IO_L53N_2,UNUSED,,2,,,,,,,,,,
T12,,,VCCO_2,,,2,,,,,2.50,,,,,
T13,,,VCCINT,,,,,,,,1.5,,,,,
T14,,,GND,,,,,,,,,,,,,
T15,,,GND,,,,,,,,,,,,,
T16,,,GND,,,,,,,,,,,,,
T17,,,GND,,,,,,,,,,,,,
T18,,,GND,,,,,,,,,,,,,
T19,,,GND,,,,,,,,,,,,,
T20,,,GND,,,,,,,,,,,,,
T21,,,GND,,,,,,,,,,,,,
T22,,,VCCINT,,,,,,,,1.5,,,,,
T23,,,VCCO_7,,,7,,,,,2.50,,,,,
T24,,DIFFS,IO_L53N_7,UNUSED,,7,,,,,,,,,,
T25,sram1_address<4>,IOB,IO_L56N_7,OUTPUT,LVCMOS25*,7,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
T26,sram1_address<3>,IOB,IO_L56P_7,OUTPUT,LVCMOS25*,7,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
T27,sram1_dq<33>,IOB,IO_L59N_7,TRISTATE,LVCMOS25*,7,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
T28,sram1_dq<32>,IOB,IO_L59P_7,TRISTATE,LVCMOS25*,7,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
T29,sram1_dq<31>,IOB,IO_L60N_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
T30,sram1_dq<30>,IOB,IO_L60P_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
T31,sram1_dq<29>,IOB,IO_L85N_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
T32,sram1_dq<28>,IOB,IO_L85P_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
T33,sram1_dq<34>,IOB,IO_L58P_7,TRISTATE,LVCMOS25*,7,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
T34,,,GND,,,,,,,,,,,,,
U1,,,VCCAUX,,,,,,,,2.5,,,,,
U2,adc0sync_n,DIFFS,IO_L88N_2/VREF_2,INPUT,LVDS_25_DT,2,,,,NONE,,LOCATED,,NO,NONE,
U3,,DIFFM,IO_L90P_2,UNUSED,,2,,,,,,,,,,
U4,,DIFFS,IO_L90N_2,UNUSED,,2,,,,,,,,,,
U5,adc0dataeveni_p<7>,DIFFM,IO_L87P_2,INPUT,LVDS_25_DT,2,,,,NONE,,LOCATED,,YES,NONE,
U6,adc0dataeveni_n<7>,DIFFS,IO_L87N_2,INPUT,LVDS_25_DT,2,,,,NONE,,LOCATED,,NO,NONE,
U7,,DIFFM,IO_L89P_2,UNUSED,,2,,,,,,,,,,
U8,,DIFFS,IO_L89N_2,UNUSED,,2,,,,,,,,,,
U9,,DIFFM,IO_L86P_2,UNUSED,,2,,,,,,,,,,
U10,,DIFFS,IO_L86N_2,UNUSED,,2,,,,,,,,,,
U11,,DIFFM,IO_L53P_2,UNUSED,,2,,,,,,,,,,
U12,,,VCCO_2,,,2,,,,,2.50,,,,,
U13,,,VCCINT,,,,,,,,1.5,,,,,
U14,,,GND,,,,,,,,,,,,,
U15,,,GND,,,,,,,,,,,,,
U16,,,GND,,,,,,,,,,,,,
U17,,,GND,,,,,,,,,,,,,
U18,,,GND,,,,,,,,,,,,,
U19,,,GND,,,,,,,,,,,,,
U20,,,GND,,,,,,,,,,,,,
U21,,,GND,,,,,,,,,,,,,
U22,,,VCCINT,,,,,,,,1.5,,,,,
U23,,,VCCO_7,,,7,,,,,2.50,,,,,
U24,,DIFFM,IO_L53P_7,UNUSED,,7,,,,,,,,,,
U25,sram1_dq<27>,IOB,IO_L86N_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
U26,sram1_dq<25>,IOB,IO_L86P_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
U27,sram1_dq<20>,IOB,IO_L89N_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
U28,sram1_dq<19>,IOB,IO_L89P_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
U29,sram1_dq<24>,IOB,IO_L87N_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
U30,sram1_dq<23>,IOB,IO_L87P_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
U31,sram1_dq<18>,IOB,IO_L90N_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
U32,sram1_dq<26>,IOB,IO_L90P_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
U33,sram1_dq<22>,IOB,IO_L88N_7/VREF_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
U34,,,VCCAUX,,,,,,,,2.5,,,,,
V1,,,VCCAUX,,,,,,,,2.5,,,,,
V2,adc0sync_p,DIFFM,IO_L88P_2,INPUT,LVDS_25_DT,2,,,,NONE,,LOCATED,,NO,NONE,
V3,,DIFFS,IO_L90N_3,UNUSED,,3,,,,,,,,,,
V4,,DIFFM,IO_L90P_3,UNUSED,,3,,,,,,,,,,
V5,,DIFFS,IO_L88N_3,UNUSED,,3,,,,,,,,,,
V6,,DIFFM,IO_L88P_3,UNUSED,,3,,,,,,,,,,
V7,adc1dataevenq_n<3>,DIFFS,IO_L89N_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,NO,NONE,
V8,adc1dataevenq_p<3>,DIFFM,IO_L89P_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,YES,NONE,
V9,,DIFFS,IO_L86N_3,UNUSED,,3,,,,,,,,,,
V10,,DIFFM,IO_L86P_3,UNUSED,,3,,,,,,,,,,
V11,,DIFFS,IO_L59N_3,UNUSED,,3,,,,,,,,,,
V12,,,VCCO_3,,,3,,,,,2.50,,,,,
V13,,,VCCINT,,,,,,,,1.5,,,,,
V14,,,GND,,,,,,,,,,,,,
V15,,,GND,,,,,,,,,,,,,
V16,,,GND,,,,,,,,,,,,,
V17,,,GND,,,,,,,,,,,,,
V18,,,GND,,,,,,,,,,,,,
V19,,,GND,,,,,,,,,,,,,
V20,,,GND,,,,,,,,,,,,,
V21,,,GND,,,,,,,,,,,,,
V22,,,VCCINT,,,,,,,,1.5,,,,,
V23,,,VCCO_6,,,6,,,,,2.50,,,,,
V24,sram0_address<14>,IOB,IO_L59N_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
V25,sram0_cen_b,IOB,IO_L86P_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
V26,sram0_we_b,IOB,IO_L86N_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
V27,sram0_bw_b<3>,IOB,IO_L89P_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
V28,sram0_ce,IOB,IO_L89N_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
V29,sram0_bw_b<1>,IOB,IO_L88P_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
V30,sram0_bw_b<2>,IOB,IO_L88N_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
V31,sram0_address<17>,IOB,IO_L90P_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
V32,sram0_address<18>,IOB,IO_L90N_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
V33,sram1_dq<21>,IOB,IO_L88P_7,BIDIR,LVCMOS25*,7,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
V34,,,VCCAUX,,,,,,,,2.5,,,,,
W1,,,GND,,,,,,,,,,,,,
W2,adc1dataevenq_n<2>,DIFFS,IO_L87N_3/VREF_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,NO,NONE,
W3,adc1dataevenq_n<1>,DIFFS,IO_L85N_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,NO,NONE,
W4,adc1dataevenq_p<1>,DIFFM,IO_L85P_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,YES,NONE,
W5,adc1dataevenq_n<0>,DIFFS,IO_L58N_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,NO,NONE,
W6,adc1dataevenq_p<0>,DIFFM,IO_L58P_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,YES,NONE,
W7,adc1_adc3wire_clk,IOB,IO_L56N_3,OUTPUT,LVCMOS25*,3,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
W8,adc1_modepin,IOB,IO_L56P_3,OUTPUT,LVCMOS25*,3,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
W9,adc1dataeveni_n<0>,DIFFS,IO_L53N_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,NO,NONE,
W10,adc1dataeveni_p<0>,DIFFM,IO_L53P_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,YES,NONE,
W11,,DIFFM,IO_L59P_3,UNUSED,,3,,,,,,,,,,
W12,,,VCCO_3,,,3,,,,,2.50,,,,,
W13,,,VCCINT,,,,,,,,1.5,,,,,
W14,,,GND,,,,,,,,,,,,,
W15,,,GND,,,,,,,,,,,,,
W16,,,GND,,,,,,,,,,,,,
W17,,,GND,,,,,,,,,,,,,
W18,,,GND,,,,,,,,,,,,,
W19,,,GND,,,,,,,,,,,,,
W20,,,GND,,,,,,,,,,,,,
W21,,,GND,,,,,,,,,,,,,
W22,,,VCCINT,,,,,,,,1.5,,,,,
W23,,,VCCO_6,,,6,,,,,2.50,,,,,
W24,sram0_address<13>,IOB,IO_L59P_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
W25,sram0_dq<6>,IOB,IO_L53P_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
W26,sram0_dq<7>,IOB,IO_L53N_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
W27,sram0_dq<12>,IOB,IO_L56P_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
W28,sram0_dq<13>,IOB,IO_L56N_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
W29,sram0_dq<16>,IOB,IO_L58P_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
W30,sram0_dq<17>,IOB,IO_L58N_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
W31,sram0_adv_ld_b,IOB,IO_L85P_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
W32,sram0_oe_b,IOB,IO_L85N_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
W33,sram0_bw_b<0>,IOB,IO_L87N_6/VREF_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
W34,,,GND,,,,,,,,,,,,,
Y1,,DIFFS,IO_L60N_3,UNUSED,,3,,,,,,,,,,
Y2,adc1dataevenq_p<2>,DIFFM,IO_L87P_3,INPUT,LVDS_25_DT,3,,,,NONE,,LOCATED,,YES,NONE,
Y3,,DIFFS,IO_L57N_3/VREF_3,UNUSED,,3,,,,,,,,,,
Y4,,DIFFM,IO_L57P_3,UNUSED,,3,,,,,,,,,,
Y5,,,VCCO_3,,,3,,,,,2.50,,,,,
Y6,adc1_adc3wire_data,IOB,IO_L55N_3,OUTPUT,LVCMOS25*,3,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
Y7,adc1_adc3wire_strobe,IOB,IO_L55P_3,OUTPUT,LVCMOS25*,3,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
Y8,,,GND,,,,,,,,,,,,,
Y9,,DIFFS,IO_L50N_3,UNUSED,,3,,,,,,,,,,
Y10,,DIFFM,IO_L50P_3,UNUSED,,3,,,,,,,,,,
Y11,,,VCCO_3,,,3,,,,,2.50,,,,,
Y12,,,VCCO_3,,,3,,,,,2.50,,,,,
Y13,,,VCCINT,,,,,,,,1.5,,,,,
Y14,,,GND,,,,,,,,,,,,,
Y15,,,GND,,,,,,,,,,,,,
Y16,,,GND,,,,,,,,,,,,,
Y17,,,GND,,,,,,,,,,,,,
Y18,,,GND,,,,,,,,,,,,,
Y19,,,GND,,,,,,,,,,,,,
Y20,,,GND,,,,,,,,,,,,,
Y21,,,GND,,,,,,,,,,,,,
Y22,,,VCCINT,,,,,,,,1.5,,,,,
Y23,,,VCCO_6,,,6,,,,,2.50,,,,,
Y24,,,VCCO_6,,,6,,,,,2.50,,,,,
Y25,sram0_dq<0>,IOB,IO_L50P_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
Y26,sram0_dq<1>,IOB,IO_L50N_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
Y27,,,GND,,,,,,,,,,,,,
Y28,sram0_dq<10>,IOB,IO_L55P_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
Y29,sram0_dq<11>,IOB,IO_L55N_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
Y30,,,VCCO_6,,,6,,,,,2.50,,,,,
Y31,sram0_dq<14>,IOB,IO_L57P_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
Y32,sram0_dq<15>,IOB,IO_L57N_6/VREF_6,BIDIR,LVCMOS25*,6,12,SLOW,NONE**,NONE,,LOCATED,,YES,NONE,
Y33,sram0_clk,IOB,IO_L87P_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
Y34,sram0_address<16>,IOB,IO_L60N_6,OUTPUT,LVCMOS25*,6,12,SLOW,NONE**,,,LOCATED,,YES,NONE,

# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
# 
#* Default value.
#** This default Pullup/Pulldown value can be overridden in Bitgen. 
#****** Special VCCO requirements may apply. Please consult the device 
#       family datasheet for specific guideline on VCCO requirements. 
#
#GT NOTE: In order to insure a successful multi-gigabit transceiver design, 
#please review the Xilinx RocketIO Transceiver User Guide, UG024. The user guide 
#contains detailed information on digital and analog design considerations, 
#including board level design guidelines to facilitate your system design. 
#The user guide is available on the Xilinx website, http://www.xilinx.com, 
#in the Documentation category under the Products and Services heading. 
#
#
